# Time (s)	Generation (V)	PC (V)	PL (V)
4.782505702754861511e-03	-3.591487618064077014e-01	-3.597060739513938121e-01	-2.140025541733982184e+00
4.815844885067547577e-03	-3.619150273498547565e-01	-3.625013326127022317e-01	-2.156782352935192826e+00
4.849184067380233644e-03	-3.646490783207309017e-01	-3.652289406690947815e-01	-2.172614280667781728e+00
4.882523249692919710e-03	-3.672339758120016784e-01	-3.679410857318309302e-01	-2.188140169685603542e+00
4.915862432005605777e-03	-3.697022565440572506e-01	-3.704850707155942779e-01	-2.203160288622987295e+00
4.949201614318291843e-03	-3.719985114476939136e-01	-3.727990436360617554e-01	-2.216617349681469840e+00
4.982540796630977910e-03	-3.742077870005669493e-01	-3.751233252223268866e-01	-2.229592157053002399e+00
5.015879978943663976e-03	-3.763735728787876988e-01	-3.773403322755348177e-01	-2.242004818061499094e+00
5.049219161256350043e-03	-3.783972924826503603e-01	-3.794181723661648742e-01	-2.254475144284034727e+00
5.082558343569036977e-03	-3.803604486867990797e-01	-3.814425362636505445e-01	-2.265482277619126350e+00
5.115897525881722176e-03	-3.821825050533745882e-01	-3.833380418621816776e-01	-2.276447854556117534e+00
5.149236708194409110e-03	-3.838753809749439472e-01	-3.850740853151194965e-01	-2.286943741131401975e+00
5.182575890507094309e-03	-3.854410093257934489e-01	-3.867250822907714047e-01	-2.296461910623042169e+00
5.215915072819802059e-03	-3.868935645187452366e-01	-3.882675161491273563e-01	-2.304577772517481637e+00
5.249254255132470778e-03	-3.882092077680346365e-01	-3.896491992782191716e-01	-2.313161070817121523e+00
5.282593437445174192e-03	-3.893959927172812030e-01	-3.908891382771709222e-01	-2.320460611584083122e+00
5.315932619757862861e-03	-3.904410335362089035e-01	-3.919779909189677891e-01	-2.327165790408855628e+00
5.349271802070550662e-03	-3.913469073906782891e-01	-3.928838647739767431e-01	-2.332373949809744218e+00
5.382610984383234126e-03	-3.921377752119475923e-01	-3.937823292769860317e-01	-2.337848203243737100e+00
5.415950166695924529e-03	-3.927527514527797137e-01	-3.945206873413618087e-01	-2.341984577969750347e+00
5.449289349008606259e-03	-3.932772047373751523e-01	-3.951392071860326816e-01	-2.345422536854290918e+00
5.482628531321296662e-03	-3.936785983447012582e-01	-3.956198486487690347e-01	-2.346570670807175407e+00
5.515967713633976657e-03	-3.939546772544308406e-01	-3.959397393810454857e-01	-2.347897274531845380e+00
5.549306895946668795e-03	-3.940761262030463841e-01	-3.961449462254389986e-01	-2.349164925265140980e+00
5.582646078259348790e-03	-3.940748376200400305e-01	-3.962009995863833289e-01	-2.349666509067835474e+00
5.615985260572042663e-03	-3.939330934890128422e-01	-3.961372147273735100e-01	-2.349247717207462394e+00
5.649324442884723525e-03	-3.936724775753981387e-01	-3.959503701908718698e-01	-2.347218187436010517e+00
5.682663625197414796e-03	-3.932852583811755620e-01	-3.955989091748366437e-01	-2.344659691394183287e+00
5.716002807510094791e-03	-3.927446978089668694e-01	-3.951221334611261238e-01	-2.341144417108099507e+00
5.749341989822786929e-03	-3.921564596655520152e-01	-3.945416268152406314e-01	-2.337091478601212913e+00
5.782681172135466924e-03	-3.914210009136093182e-01	-3.938232417874919511e-01	-2.332951238200204003e+00
5.816020354448159062e-03	-3.905241471401644793e-01	-3.929756763133156472e-01	-2.327735669386739037e+00
5.849359536760837322e-03	-3.894655761996244636e-01	-3.920968627014322916e-01	-2.321210248842557000e+00
5.882698719073532062e-03	-3.883197037608115409e-01	-3.910196073066620204e-01	-2.314041177775910008e+00
5.916037901386209455e-03	-3.869898860983829736e-01	-3.897973863239904690e-01	-2.306578308483042683e+00
5.949377083698906797e-03	-3.855763105412635117e-01	-3.884366426686781670e-01	-2.298631896088645821e+00
5.982716266011584190e-03	-3.840245344576457831e-01	-3.869602486892790849e-01	-2.290344007687704853e+00
6.016055448324278930e-03	-3.823645174025669946e-01	-3.853727144264737503e-01	-2.280680872131402914e+00
6.049394630636955456e-03	-3.805382731410948960e-01	-3.836302280583090418e-01	-2.269768127110623812e+00
6.082733812949651063e-03	-3.786247273823991621e-01	-3.817553397876342069e-01	-2.259129530180538747e+00
6.116072995262327588e-03	-3.765958534463795804e-01	-3.797841299387590408e-01	-2.247838263194339881e+00
6.149412177575023196e-03	-3.744274904019874173e-01	-3.776679545035694363e-01	-2.235375024669860267e+00
6.182751359887697987e-03	-3.721895438772084841e-01	-3.754180885835847747e-01	-2.221836781170154929e+00
6.216090542200395329e-03	-3.698291819692658966e-01	-3.730944512885981945e-01	-2.207587559403378474e+00
6.249429724513070120e-03	-3.673019485649797189e-01	-3.707018748049735191e-01	-2.192663440045154566e+00
6.282768906825767462e-03	-3.646245952436759641e-01	-3.681237423715800205e-01	-2.176857604664506507e+00
6.316108089138442253e-03	-3.618547860946991213e-01	-3.654244831386448955e-01	-2.160064067008627742e+00
6.349447271451139595e-03	-3.590170041951244451e-01	-3.625483658918699503e-01	-2.143092383323122796e+00
6.382786453763814385e-03	-3.560484311241636779e-01	-3.596561413601930268e-01	-2.125430983874359470e+00
6.416125636076511728e-03	-3.529532547768240436e-01	-3.565957567504253189e-01	-2.106884325459550844e+00
6.449464818389189988e-03	-3.497894613879239389e-01	-3.534638557873281406e-01	-2.088176917275855526e+00
6.482804000701888197e-03	-3.464800581239486643e-01	-3.502108280258665607e-01	-2.068375176971737339e+00
6.516143183014561253e-03	-3.430385751065738731e-01	-3.468969147210611004e-01	-2.048038030040751689e+00
6.549482365327260330e-03	-3.395584346026065958e-01	-3.434306264807823750e-01	-2.027665448830721751e+00
6.582821547639933386e-03	-3.359632880701181601e-01	-3.398502986492150102e-01	-2.006417273928310152e+00
6.616160729952632463e-03	-3.322647327561626396e-01	-3.362081188374893004e-01	-1.984560887527302198e+00
6.649499912265305519e-03	-3.285323521419901138e-01	-3.324396578963875748e-01	-1.961796370951256474e+00
6.682839094578004596e-03	-3.246582274027567383e-01	-3.286905257032769478e-01	-1.938726461386527600e+00
6.716178276890677652e-03	-3.206710295100022035e-01	-3.247719448510152929e-01	-1.915200071978405250e+00
6.749517459203376729e-03	-3.166593485437618760e-01	-3.207496330719046274e-01	-1.890479808667958173e+00
6.782856641516048918e-03	-3.125297622378839235e-01	-3.166113488277512156e-01	-1.865923520664326540e+00
6.816195823828748862e-03	-3.083657063403322796e-01	-3.124795075016829071e-01	-1.840619532468529274e+00
6.849535006141421051e-03	-3.041159596776414897e-01	-3.083022436286317336e-01	-1.815444083466488889e+00
6.882874188454121862e-03	-2.997634485253099501e-01	-3.040057858330371121e-01	-1.789401095875533754e+00
6.916213370766793184e-03	-2.954112595214661852e-01	-2.996323352074101720e-01	-1.763185440346745514e+00
6.949552553079493995e-03	-2.909685475660941378e-01	-2.952228042611985681e-01	-1.736647640836701312e+00
6.982891735392165317e-03	-2.865139162206065127e-01	-2.907904009697345749e-01	-1.709317685471707371e+00
7.016230917704866128e-03	-2.818492458524792244e-01	-2.862468573990705201e-01	-1.681824082441689239e+00
7.049570100017535715e-03	-2.771468844344998628e-01	-2.815618918492238665e-01	-1.653850805968033022e+00
7.082909282330238261e-03	-2.724181070674607796e-01	-2.768240943995893821e-01	-1.625589855481866186e+00
7.116248464642907848e-03	-2.676790210382856139e-01	-2.720308878840074218e-01	-1.597105338156701082e+00
7.149587646955610394e-03	-2.628564992630222918e-01	-2.672354263498912808e-01	-1.567874732438669705e+00
7.182926829268279981e-03	-2.579679376115689982e-01	-2.623636162760472623e-01	-1.538673767102865853e+00
7.216266011580984262e-03	-2.530565036132317314e-01	-2.574721553130041030e-01	-1.509301422725722208e+00
7.249605193893653848e-03	-2.481238079964309118e-01	-2.525571777115656058e-01	-1.479523498872028942e+00
7.282944376206356395e-03	-2.431843473192970562e-01	-2.475800259822718563e-01	-1.449516209640380193e+00
7.316283558519025981e-03	-2.380905788312284999e-01	-2.425793576139809449e-01	-1.419328843412939634e+00
7.349622740831728528e-03	-2.330219377107333456e-01	-2.374730254419075148e-01	-1.389188513300393613e+00
7.382961923144396379e-03	-2.279758467915430076e-01	-2.323805455363566752e-01	-1.359076534739486419e+00
7.416301105457100661e-03	-2.229668026317719043e-01	-2.273579712562984745e-01	-1.329304745195724058e+00
7.449640287769768512e-03	-2.178720677029497843e-01	-2.223482828048900239e-01	-1.299281039803911408e+00
7.482979470082472793e-03	-2.127886078734135544e-01	-2.172248769047231964e-01	-1.269120746874681016e+00
7.516318652395140645e-03	-2.077299532640670687e-01	-2.121021152942470789e-01	-1.239036804987727391e+00
7.549657834707844926e-03	-2.026912716884369248e-01	-2.070582793888003925e-01	-1.208702557884275386e+00
7.582997017020511911e-03	-1.975385505168019695e-01	-2.019667659108658475e-01	-1.178102864671842775e+00
7.616336199333217059e-03	-1.924499363450712375e-01	-1.968175883419854277e-01	-1.147631387850317042e+00
7.649675381645884044e-03	-1.873506913603533441e-01	-1.917273634410720240e-01	-1.117191483504387017e+00
7.683014563958589192e-03	-1.822491913516445794e-01	-1.866084675654313962e-01	-1.086925862249505492e+00
7.716353746271256177e-03	-1.771718522696717202e-01	-1.814934374348701196e-01	-1.056567142778150004e+00
7.749692928583962193e-03	-1.721099761790468863e-01	-1.764109440203425472e-01	-1.026236774085028003e+00
7.783032110896668208e-03	-1.671180057104562078e-01	-1.713977119365504842e-01	-9.962359625786740835e-01
7.816371293209334326e-03	-1.622052830903812914e-01	-1.664141172566528937e-01	-9.665489229830853679e-01
7.849710475522003045e-03	-1.572232991298353477e-01	-1.614888309517735487e-01	-9.373438153529964900e-01
7.883049657834708193e-03	-1.523208851631248084e-01	-1.564852632254569997e-01	-9.079196500250849011e-01
7.916388840147409872e-03	-1.474065517981222873e-01	-1.515412924566181263e-01	-8.786997266798348694e-01
7.949728022460080326e-03	-1.426091573333718443e-01	-1.466820460134160287e-01	-8.496209046345876148e-01
7.983067204772782005e-03	-1.377383136321562729e-01	-1.418466383495851635e-01	-8.206548349628305372e-01
8.016406387085452459e-03	-1.329637915031499640e-01	-1.370447338373884660e-01	-7.920804959158196379e-01
8.049745569398154138e-03	-1.282617521610551758e-01	-1.322570037317754021e-01	-7.636791503446512808e-01
8.083084751710824592e-03	-1.236376720836362825e-01	-1.275069646721679051e-01	-7.355761129004119159e-01
8.116423934023526271e-03	-1.190280885583006598e-01	-1.229202535005798347e-01	-7.078570742897239976e-01
8.149763116336196725e-03	-1.144217264836643322e-01	-1.183412738204158987e-01	-6.805510275419743849e-01
8.183102298648898404e-03	-1.099393905158712187e-01	-1.137816228784903905e-01	-6.537046837048680059e-01
8.216441480961568858e-03	-1.055414567278890187e-01	-1.093331122135058203e-01	-6.277262014267919188e-01
