# Time (s)	Generation (V)	PC (V)	PL (V)
1.500263204070890169e-05	1.188084596641974708e-04	3.446896720705325788e-03	-2.610014003616834932e-04
4.834181435339528833e-05	1.229963546417251385e-04	-5.667177205080685745e-04	-2.542363392415100155e-04
8.168099666608183592e-05	1.007682966747827305e-04	-9.661784845489118905e-04	-2.529477561709358199e-04
1.150201789787680921e-04	1.149427104521462081e-04	-9.681113599375328104e-04	-2.548806307770910677e-04
1.483593612914544161e-04	1.226742088765723950e-04	-9.677892142030590852e-04	-2.658335868735557076e-04
1.816985436041414854e-04	1.091440866342680753e-04	-9.835743568097612879e-04	-2.684107530160058461e-04
2.150377259168277959e-04	1.213856258031939241e-04	-9.503933427627152437e-04	-2.581020884541425191e-04
2.483769082295139165e-04	1.091440866357657651e-04	-9.474940308556783694e-04	-2.748536683689423101e-04
2.817160905422001998e-04	1.188084596636079495e-04	-9.529705088965231526e-04	-2.539141934744689171e-04
3.150552728548863747e-04	1.200970427332719167e-04	-9.542590919727591062e-04	-2.613235461297658594e-04
3.483944551675727122e-04	1.213856258076265220e-04	-9.268767017470816482e-04	-2.661557326400112284e-04
3.817336374802589413e-04	1.107548154722756066e-04	-9.249438271359469851e-04	-2.626121291997552906e-04
4.150728197929463088e-04	9.303679825081513394e-05	-9.107694133738538853e-04	-2.555249223122137191e-04
4.484120021056323211e-04	1.056004831898459009e-04	-9.671449226748795019e-04	-2.706657733882252719e-04
4.817511844183182249e-04	1.136541273831344020e-04	-9.339639086331770566e-04	-2.526256104059765523e-04
5.150903667310046709e-04	1.004461509046793844e-04	-9.239773898422601241e-04	-2.506927357985856935e-04
5.484295490436907373e-04	1.236406461793238367e-04	-9.197894948523920944e-04	-2.651892953392764570e-04
5.817687313563794059e-04	1.094662324027420282e-04	-9.465275935479092401e-04	-2.532699019392132883e-04
6.151079136690657976e-04	1.113991070075937397e-04	-9.326753255554692985e-04	-2.610014003618788122e-04
6.484470959817520809e-04	1.171977308261909695e-04	-9.391182409128170016e-04	-2.497262984975896836e-04
6.817862782944378221e-04	1.104326697047764328e-04	-9.371853663151609231e-04	-2.613235461287892643e-04
7.151254606071238886e-04	1.175198765934274954e-04	-9.294538678900318750e-04	-2.571356511491133313e-04
7.484646429198103888e-04	9.174821517893717165e-05	-8.756555247303151115e-04	-2.632564207345544161e-04
7.818038252324961300e-04	1.184863138951361921e-04	-8.498838633220194040e-04	-2.677664614819876172e-04
8.151430075451824133e-04	1.065669204926624625e-04	-8.753333789546954803e-04	-2.542363392434612000e-04
8.484821898578681545e-04	1.081776493300834268e-04	-8.936956876932841687e-04	-2.684107530161357336e-04
8.818213721705542209e-04	1.097883781684139826e-04	-8.701790466748090961e-04	-2.548806307773497583e-04
9.151605544832444074e-04	1.094662324006565924e-04	-8.621254024970620910e-04	-2.561692138468827946e-04
9.484997367959307991e-04	9.658040169282562258e-05	-8.837091689182021174e-04	-2.655114411058617568e-04
9.818389191086165403e-04	1.220299173402725033e-04	-8.685683178423935814e-04	-2.548806307762431674e-04
1.015178101421302607e-03	9.690254746227730900e-05	-8.740447958865524454e-04	-2.655114411071648594e-04
1.048517283733989107e-03	1.084997950983599736e-04	-8.956285623095744299e-04	-2.523034646375025723e-04
1.081856466046675824e-03	1.175198765932952905e-04	-8.891856469580745881e-04	-2.603571088264288401e-04
1.115195648359362541e-03	9.496967285677456122e-05	-8.708233382055333019e-04	-2.519813188683783962e-04
1.148534830672048607e-03	1.014125882080841798e-04	-8.975614369138429490e-04	-2.429612373776770650e-04
1.181874012984734674e-03	1.020568797454875860e-04	-8.956285623235866588e-04	-2.616456918971979211e-04
1.215213195297422692e-03	9.947971360381712433e-05	-9.110915591629394159e-04	-2.539141934745340777e-04
1.248552377610108758e-03	9.335894401902921714e-05	-8.659911517167607738e-04	-2.709879191574805280e-04
1.281891559922794608e-03	1.065669204925974239e-04	-8.798434197174574570e-04	-2.703436276221594676e-04
1.315230742235480241e-03	1.136541273813770865e-04	-8.640582771180095427e-04	-2.874173533032842957e-04
1.348569924548166741e-03	1.094662323992877872e-04	-8.734005043674397195e-04	-2.864509160009901705e-04
1.381909106860852374e-03	1.049561916526997758e-04	-9.027157691914520750e-04	-3.160883266164562252e-04
1.415248289173538223e-03	8.498315405902299449e-05	-8.985278742250093174e-04	-3.073903908915598935e-04
1.448587471486224290e-03	9.658040169569337798e-05	-8.862863350539865268e-04	-3.682759409607586857e-04
1.481926653798910139e-03	7.113088605130707799e-05	-8.750112331994251312e-04	-4.149870772540344035e-04
1.515265836111600543e-03	8.659388289676892133e-05	-9.143130168310317253e-04	-4.832819799731333048e-04
1.548605018424287260e-03	5.921149264616291100e-05	-9.278431390621488676e-04	-6.150395988863936606e-04
1.581944200736973543e-03	1.990970899419381422e-05	-9.565141123620045718e-04	-7.751460453299886724e-04
